customer_id,external_customer_key,first_name,last_name,gender,birth_date,email,phone,language_code,country_code,country,city,postal_code,acquisition_channel,acquisition_source,marketing_opt_in,preferred_device_type,signup_datetime,first_order_datetime,last_order_datetime,lifetime_orders,lifetime_gross_revenue,lifetime_discount_amount,lifetime_net_revenue,total_refunds_amount,avg_order_value,loyalty_tier,customer_segment,is_active_customer,churn_risk_score
CUST0001289,CK-4C2B9F30F449,Janet,Washington,female,1987-02-19,janet.washington@outlook.com,+1-770-524-6299x606,en,US,United States,Boston,06961,Direct,Direct,True,mobile,2025-01-05 15:23:46,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001290,CK-BB7AD576AD2B,Heinfried,Reichmann,male,1983-09-03,heinfried.reichmann@yahoo.com,0337524310,de,DE,Germany,Frankfurt,90331,Organic Search,Bing Organic,False,mobile,2024-01-19 16:00:02,2024-08-01 07:51:59,2025-12-27 00:36:19,7,1643.0,35.58,1912.84,279.88,273.26,Gold,Repeat Customer,True,10
CUST0001291,CK-B2665CA916F8,Candela,Mercader,female,1964-04-23,candela.mercader@proton.me,+34 718 61 31 71,es,ES,Spain,Madrid,43448,Organic Search,Bing Organic,False,mobile,2025-02-22 19:25:22,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001292,CK-3DD80C1145CC,Augusta,Scheibe,female,1959-05-06,augusta.scheibe@proton.me,+49(0)7903067383,de,DE,Germany,Stuttgart,28439,Affiliate,TradeDoubler,True,mobile,2023-03-18 15:25:45,2023-08-13 23:32:34,2026-03-20 23:11:01,5,1890.74,69.93,2174.03,0.0,434.81,Gold,Loyal High Value,True,2
CUST0001293,CK-4B8C7E14712C,Serafina,Correa,female,1995-04-21,serafina.correa@proton.me,+34 981 484 677,es,ES,Spain,Málaga,16973,Paid Search,TikTok Ads,True,mobile,2023-10-08 13:12:58,2024-01-14 20:06:00,2025-10-29 23:59:31,5,1023.28,116.68,991.3,541.17,198.26,Silver,Occasional Buyer,True,44
CUST0001294,CK-DB20A0056D2C,Beatrice,Rienzo,female,2006-05-31,beatrice.rienzo@gmail.com,+39 34752809815,it,IT,Italy,Bologna,09011,Organic Search,DuckDuckGo,False,mobile,2023-05-27 23:29:53,2023-09-30 09:26:38,2025-09-28 10:28:10,6,1653.72,169.73,1826.5,307.82,304.42,Gold,Occasional Buyer,True,34
CUST0001295,CK-F2663A166ADC,Lucy,Morley,female,1986-10-20,lucy.morley@hotmail.com,(0141) 496 0814,en,GB,United Kingdom,London,SO7 9NU,Social,Pinterest,True,tablet,2024-11-27 09:12:38,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001296,CK-4F515FC9E894,Pierre,Fournier,male,1997-05-09,pierre.fournier@hotmail.com,+33 1 79 24 28 69,fr,FR,France,Lille,72752,Email,Newsletter,True,mobile,2025-06-27 19:28:31,2025-07-22 15:22:54,2025-09-30 05:10:09,3,621.63,33.68,705.54,0.0,235.18,Silver,Occasional Buyer,True,40
CUST0001297,CK-32039FEFD3DD,Alain,Fouquet,male,1985-05-18,alain.fouquet@outlook.com,0231379772,fr,FR,France,Bordeaux,28950,Affiliate,Awin,True,desktop,2024-12-28 10:57:18,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001298,CK-40E79525FEDF,Gisbert,Rust,male,1968-12-06,gisbert.rust@proton.me,(05342) 836440,de,DE,Germany,Hamburg,68705,Organic Search,Bing Organic,True,mobile,2023-10-06 22:59:12,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001299,CK-577818BAAA87,Olivie,Brunel,female,1983-09-20,olivie.brunel@hotmail.com,+33 3 29 98 42 57,fr,FR,France,Paris,76704,Affiliate,TradeDoubler,False,mobile,2024-04-12 02:54:58,2024-04-17 10:44:13,2026-01-10 13:07:04,10,2287.52,103.89,2620.36,0.0,262.04,Platinum,Loyal High Value,True,1
CUST0001300,CK-E70EC882E76C,Werner,Seifert,male,1970-05-30,werner.seifert@proton.me,(06856) 62462,de,DE,Germany,Stuttgart,33427,Referral,Influencer Referral,True,desktop,2024-02-17 03:39:19,2024-06-11 18:48:18,2026-01-30 09:21:46,6,1946.95,156.84,2137.75,385.86,356.29,Gold,Loyal High Value,True,1
CUST0001301,CK-036ED06BE5D2,Utz,Bohlander,male,1976-09-26,utz.bohlander@proton.me,06688 26343,de,DE,Germany,Munich,17518,Organic Search,DuckDuckGo,False,mobile,2025-01-18 15:19:24,2025-02-25 10:18:57,2025-06-16 20:08:21,3,1426.4,23.16,1669.86,0.0,556.62,Gold,Occasional Buyer,True,41
CUST0001302,CK-E2B359DACD4C,Nichole,Mccall,female,1967-08-22,nichole.mccall@proton.me,(705)644-4713x247,en,US,United States,Miami,96026,Affiliate,Awin,False,mobile,2026-02-28 00:59:44,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,New Lead,True,18
CUST0001303,CK-CDC0D280C47C,Antoinette,Rolland,female,1996-02-04,antoinette.rolland@outlook.com,05 32 21 03 88,fr,FR,France,Nice,87529,Paid Search,TikTok Ads,False,mobile,2024-05-17 00:06:43,2024-10-17 06:18:25,2025-12-28 10:00:25,8,3981.33,157.36,3685.89,170.67,460.74,Platinum,Repeat Customer,True,10
CUST0001304,CK-B7C8B4C6ACED,Clémence,Seguin,female,1956-08-23,clemence.seguin@outlook.com,+33 (0)3 26 79 90 88,fr,FR,France,Lille,97125,Organic Search,Google Organic,True,mobile,2022-11-12 02:59:38,2022-11-20 14:14:02,2024-07-16 01:30:16,5,3338.77,65.32,3928.14,0.0,785.63,Platinum,At Risk,False,64
CUST0001305,CK-665C9F614AB0,Meike,Romijn,female,1955-01-05,meike.romijn@hotmail.com,+31(0)513-709859,nl,NL,Netherlands,Utrecht,7174HI,Direct,Direct,True,mobile,2025-11-30 14:56:20,2025-12-23 03:08:37,2026-02-09 03:23:35,3,967.23,16.54,1150.33,0.0,383.44,Silver,Loyal High Value,True,6
CUST0001306,CK-EE00D9D81EF1,Mirjam,Grein Groth,female,1984-12-01,mirjam.grein.groth@icloud.com,+49(0)4699013983,de,DE,Germany,Hamburg,35403,Email,Winback Campaign,False,mobile,2023-05-30 06:18:58,2023-08-29 06:46:32,2026-03-20 14:34:39,8,2832.22,151.0,3214.9,0.0,401.86,Platinum,Loyal High Value,True,1
CUST0001307,CK-16F89768D408,Bernadette,Leduc,female,1990-06-25,bernadette.leduc@yahoo.com,+33 1 30 68 65 08,fr,FR,France,Nantes,54334,Social,LinkedIn,True,mobile,2024-09-15 03:04:22,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001308,CK-89A0C5145172,Jennifer,Brewer,female,1957-02-17,jennifer.brewer@gmail.com,473.367.8508,en,US,United States,Boston,41280,Affiliate,Awin,False,desktop,2023-12-16 08:10:23,2024-07-14 08:48:22,2025-10-08 11:00:45,7,3037.04,152.84,3120.82,0.0,445.83,Platinum,Occasional Buyer,True,34
CUST0001309,CK-B707864516EE,Natasha,Watson,female,2000-04-27,natasha.watson@yahoo.com,780 988 5165,en,CA,Canada,Calgary,M2M 9P4,Organic Search,Google Organic,False,mobile,2025-06-26 16:50:10,2025-07-07 17:49:36,2026-02-07 19:24:13,7,4865.15,107.27,5385.34,1377.44,769.33,Platinum,Loyal High Value,True,8
CUST0001310,CK-9CC19C54DE1C,Michael,Powell,male,2003-11-02,michael.powell@hotmail.com,001-689-702-3303x07053,en,US,United States,Chicago,61347,Organic Search,DuckDuckGo,True,desktop,2024-06-02 14:36:04,2024-06-15 08:21:12,2026-01-14 07:51:45,4,1671.51,89.07,1517.23,0.0,379.31,Gold,Loyal High Value,True,4
CUST0001311,CK-0B4BEAC57159,Olivier,Lecoq,male,2000-04-24,olivier.lecoq@icloud.com,04 88 99 16 24,fr,FR,France,Marseille,61884,Social,Facebook,True,desktop,2025-02-19 13:23:44,2025-08-01 12:48:01,2025-12-03 15:28:42,3,1556.26,191.04,1638.27,0.0,546.09,Gold,Repeat Customer,True,16
CUST0001312,CK-B8DB8FE638AE,Gabriel,Perez,male,1969-04-06,gabriel.perez@hotmail.com,0555430098,fr,FR,France,Rennes,16632,Organic Search,DuckDuckGo,True,mobile,2026-02-07 16:31:08,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,True,58
CUST0001313,CK-DA7952367527,Jessica,Coca,female,1991-03-18,jessica.coca@proton.me,+34 942 39 82 14,es,ES,Spain,Seville,51638,Paid Search,Meta Ads,True,mobile,2025-02-03 09:41:31,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001314,CK-4E7BB4B2F2C4,Adrien,Mallet,male,1969-08-10,adrien.mallet@yahoo.com,+33 4 70 65 12 69,fr,FR,France,Marseille,32367,Direct,Direct,False,mobile,2025-09-08 07:31:20,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001315,CK-27EEB4B88BD4,Christopher,Olson,male,1970-10-10,christopher.olson@outlook.com,958.514.9368,en,CA,Canada,Calgary,L5A 5H6,Affiliate,TradeDoubler,True,mobile,2024-01-11 06:34:01,2024-05-03 08:51:05,2025-12-23 03:47:23,3,892.94,9.7,998.07,98.71,332.69,Silver,Repeat Customer,True,16
CUST0001316,CK-13F0F24ACD07,Caroline,Blake,female,1987-03-06,caroline.blake@outlook.com,09098790172,en,GB,United Kingdom,Leeds,LA1X 5DX,Organic Search,Bing Organic,True,desktop,2025-03-24 22:29:20,2025-06-16 01:19:47,2025-06-16 01:19:47,1,239.23,0.0,287.08,0.0,287.08,Bronze,Occasional Buyer,True,45
CUST0001317,CK-F492CFDABD13,Daisy,Adam,female,2000-08-11,daisy.adam@outlook.com,001-849-997-2787x5588,fr,BE,Belgium,Mons,42677,Organic Search,Bing Organic,False,tablet,2025-06-19 00:22:32,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001318,CK-F5D5B231F884,Angelina,Brands,female,1989-04-07,angelina.brands@hotmail.com,071-1382675,nl,NL,Netherlands,Tilburg,2926 FN,Organic Search,DuckDuckGo,False,mobile,2024-03-24 13:57:45,2024-10-26 15:29:28,2025-01-16 18:17:09,5,1698.46,102.77,1478.62,0.0,295.72,Gold,At Risk,False,62
CUST0001319,CK-3AEBC7887E37,Virginia,Bergoglio,female,2001-10-01,virginia.bergoglio@gmail.com,096545198,it,IT,Italy,Bologna,55020,Social,Pinterest,True,mobile,2025-04-12 03:28:08,2025-06-23 12:26:48,2025-11-23 01:19:13,3,811.51,70.62,919.88,0.0,306.63,Silver,Occasional Buyer,True,40
CUST0001320,CK-9786BAF2FAE7,Rosa,Ribera,female,1966-01-20,rosa.ribera@proton.me,+34 924 840 449,es,ES,Spain,Seville,39005,Organic Search,DuckDuckGo,False,tablet,2025-06-22 12:53:59,2025-07-01 20:16:33,2025-11-17 10:14:02,4,1387.9,83.21,1578.67,402.7,394.67,Gold,Occasional Buyer,True,46
CUST0001321,CK-E660FD3C8AF2,Jennifer,Scholten,female,2007-10-28,jennifer.scholten@icloud.com,053 7735158,nl,NL,Netherlands,Amsterdam,4064 HD,Social,Pinterest,True,mobile,2025-01-23 09:14:07,2025-03-27 12:57:18,2025-12-05 00:21:58,3,861.71,8.42,1041.47,83.67,347.16,Silver,Repeat Customer,True,16
CUST0001322,CK-D2F9AAFF183F,Pauline,Moreno,female,1975-01-11,pauline.moreno@gmail.com,0427636887,fr,FR,France,Bordeaux,22479,Organic Search,DuckDuckGo,False,mobile,2024-03-14 04:48:52,2024-08-23 21:14:02,2025-07-23 21:18:40,4,1604.71,19.24,1910.64,0.0,477.66,Gold,Occasional Buyer,True,39
CUST0001323,CK-155A962F0F69,Roger,Berthelot,male,1993-01-23,roger.berthelot@yahoo.com,03 86 49 56 21,fr,FR,France,Nantes,95335,Referral,Review Site,False,mobile,2024-10-12 18:20:27,2024-12-09 14:09:20,2026-03-14 08:33:12,5,2528.75,259.3,2732.93,698.64,546.59,Platinum,Loyal High Value,True,10
CUST0001324,CK-A641901E7520,Maurice,Bonnin,male,2000-04-05,maurice.bonnin@outlook.com,+33 2 40 38 65 89,fr,FR,France,Marseille,89800,Direct,Direct,True,mobile,2022-12-18 11:33:11,2023-12-08 09:18:39,2025-12-25 05:18:39,5,1993.83,82.81,2293.23,0.0,458.65,Gold,Repeat Customer,True,12
CUST0001325,CK-60867DF572B4,Jonathan,Reid,male,2004-05-04,jonathan.reid@yahoo.com,703-757-9727,en,US,United States,Miami,21933,Organic Search,Bing Organic,False,desktop,2023-05-18 04:39:20,2023-08-25 02:29:23,2025-12-23 19:36:51,7,2060.77,9.46,2215.42,88.38,316.49,Gold,Repeat Customer,True,10
CUST0001326,CK-01B6B5D51027,Sara,Green,female,1982-12-03,sara.green@yahoo.com,001-614-806-0293x333,en,US,United States,Boston,67777,Organic Search,DuckDuckGo,True,mobile,2025-07-19 09:35:00,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001327,CK-EB3EFA4392D3,Mathew,Harris,male,1993-07-02,mathew.harris@outlook.com,(0121) 4960225,en,GB,United Kingdom,Glasgow,L1D 3UA,Referral,Review Site,False,desktop,2025-05-25 11:29:18,2025-06-18 11:01:13,2025-11-08 06:59:21,2,756.03,137.75,749.16,87.97,374.58,Silver,Occasional Buyer,True,42
CUST0001328,CK-A6915551D0D3,Alicia,Deleon,female,2003-07-13,alicia.deleon@gmail.com,001-707-922-9034x94466,en,US,United States,Denver,33530,Direct,Direct,True,mobile,2024-11-30 06:52:42,2025-04-19 16:08:15,2026-01-01 06:25:42,4,569.21,31.91,585.87,0.0,146.47,Silver,Repeat Customer,True,14
CUST0001329,CK-809FC8B66254,Bjorn,Michiels,male,1966-02-11,bjorn.michiels@proton.me,0053 293183,nl,NL,Netherlands,Amsterdam,1352RJ,Direct,Direct,True,mobile,2023-06-06 09:28:28,2023-06-26 20:31:42,2026-01-09 21:38:49,10,2298.34,123.81,2645.7,217.56,264.57,Platinum,Loyal High Value,True,1
CUST0001330,CK-8FCB1122B778,Gianfranco,Cannizzaro,male,1963-11-26,gianfranco.cannizzaro@yahoo.com,3534851498,it,IT,Italy,Milan,36014,Referral,Review Site,False,desktop,2024-09-10 01:29:06,2024-11-13 20:05:45,2026-01-16 21:17:38,7,4033.27,0.0,4920.59,0.0,702.94,Platinum,Loyal High Value,True,1
CUST0001331,CK-3199978763F5,Jeffery,Turner,non_binary,1964-10-09,jeffery.turner@gmail.com,996.391.0858x99441,en,US,United States,Atlanta,44578,Email,Lifecycle Campaign,False,desktop,2025-07-28 16:39:59,2025-09-20 19:44:56,2026-02-15 01:01:39,4,1726.44,70.75,1788.15,0.0,447.04,Gold,Loyal High Value,True,4
CUST0001332,CK-039D02A5018C,André,Renard,male,1997-03-18,andre.renard@outlook.com,01 39 12 79 61,fr,FR,France,Marseille,09369,Referral,Partner Blog,False,desktop,2026-01-19 12:43:43,2026-01-31 23:10:22,2026-03-21 16:26:18,2,1155.74,70.39,1302.42,0.0,651.21,Gold,Loyal High Value,True,8
CUST0001333,CK-6C1E4CC5DE3C,Sabine,Wauters,female,1993-03-16,sabine.wauters@icloud.com,896.436.0576,fr,BE,Belgium,Ghent,65424,Social,TikTok,False,desktop,2025-11-23 18:31:21,2025-12-05 11:26:01,2026-02-17 09:27:57,3,2308.46,177.8,2578.1,0.0,859.37,Platinum,Loyal High Value,True,6
CUST0001334,CK-817906DE42BD,Alfredo,Interminei,male,1989-04-01,alfredo.interminei@icloud.com,+39 042144550,it,IT,Italy,Bari,37044,Organic Search,Google Organic,False,mobile,2026-03-21 21:14:46,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,New Lead,True,18
CUST0001335,CK-E5A709E530DB,William,Davidson,male,1970-12-11,william.davidson@hotmail.com,244-932-8309x652,en,US,United States,Chicago,39246,Social,Facebook,False,mobile,2025-04-08 02:47:50,2025-07-25 07:16:21,2026-03-10 07:05:06,3,1223.15,129.62,1181.02,0.0,393.67,Silver,Loyal High Value,True,6
CUST0001336,CK-17C46B42FCF1,Paula,Naylor,female,2005-12-22,paula.naylor@hotmail.com,+44(0)131 4960782,en,GB,United Kingdom,Liverpool,E1E 7WS,Direct,Direct,True,mobile,2023-12-22 10:21:01,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001337,CK-3429FC9E6CF9,Vinciane,Claes,female,1979-04-12,vinciane.claes@gmail.com,001-851-471-8702,fr,BE,Belgium,Antwerp,10308,Email,Newsletter,True,mobile,2025-06-28 05:35:55,2025-07-25 22:52:46,2025-11-25 18:35:44,2,1159.36,97.39,1284.99,0.0,642.5,Gold,Occasional Buyer,True,42
CUST0001338,CK-389F061301CA,Narciso,Tovar,male,1967-07-27,narciso.tovar@icloud.com,+34 845 78 75 58,es,ES,Spain,Murcia,50995,Referral,Customer Referral,False,desktop,2024-05-09 22:52:39,2024-05-15 16:58:36,2026-02-03 22:19:41,4,1091.2,14.08,1313.48,0.0,328.37,Gold,Loyal High Value,True,4
CUST0001339,CK-92ED567AD6CF,Geneviève,Lemaître,female,2004-05-15,genevieve.lemaitre@yahoo.com,+33 (0)1 69 66 98 49,fr,FR,France,Lille,08892,Direct,Direct,False,mobile,2024-10-02 23:53:25,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001340,CK-EBB4E2564170,Heather,White,female,1989-05-04,heather.white@yahoo.com,796 120 1836,en,CA,Canada,Vancouver,N5H6P2,Affiliate,Rakuten,False,mobile,2025-04-07 01:46:20,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001341,CK-65F444AD5F55,Dennis,West,male,1959-03-20,dennis.west@gmail.com,+44114 496 0251,en,GB,United Kingdom,Manchester,LL85 8YG,Direct,Direct,True,mobile,2023-11-08 21:55:43,2024-01-30 10:49:35,2024-12-06 05:01:19,6,1294.66,79.53,1458.15,0.0,243.02,Gold,At Risk,False,61
CUST0001342,CK-E3E028487B3A,Gary,Williams,male,1986-10-07,gary.williams@gmail.com,+44909 879 0018,en,GB,United Kingdom,Birmingham,M22 3QW,Referral,Partner Blog,False,mobile,2023-11-28 14:31:26,2024-01-01 14:57:12,2025-12-25 04:12:40,5,1449.53,130.49,1592.79,0.0,318.56,Gold,Repeat Customer,True,12
CUST0001343,CK-8EA62F28AB2F,Jean-Philippe,Verhaeghe,male,1973-06-13,jean.philippe.verhaeghe@proton.me,696-515-8657x80913,fr,BE,Belgium,Ghent,98381,Email,Lifecycle Campaign,False,mobile,2025-05-29 14:39:02,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001344,CK-26B01C24780A,Stefani,Piccio,female,1997-06-26,stefani.piccio@hotmail.com,+39 03650183672,it,IT,Italy,Naples,10152,Organic Search,Bing Organic,False,mobile,2025-12-11 10:52:11,2025-12-26 14:06:07,2026-01-15 12:03:31,2,907.65,0.0,1107.33,1107.33,553.66,Silver,Loyal High Value,True,16
CUST0001345,CK-10362C35E02F,Diane,Riou,female,1996-07-10,diane.riou@yahoo.com,05 87 03 84 30,fr,FR,France,Nantes,97686,Referral,Partner Blog,True,mobile,2024-06-13 13:04:20,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001346,CK-392D9C67135B,Dominique,Blondel,female,1968-05-04,dominique.blondel@yahoo.com,+33 3 22 05 30 21,fr,FR,France,Nice,35898,Direct,Direct,False,desktop,2023-04-03 14:07:47,2023-04-27 19:49:55,2026-03-01 11:28:53,6,2210.39,23.1,2624.75,0.0,437.46,Platinum,Loyal High Value,True,1
CUST0001347,CK-1261304A1D01,Lorenzo,Mocenigo,male,2000-03-17,lorenzo.mocenigo@icloud.com,+39 3500022907,it,IT,Italy,Palermo,09027,Email,Lifecycle Campaign,True,mobile,2025-09-04 15:23:02,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001348,CK-92971F117036,Jean,Baker,female,1999-12-19,jean.baker@hotmail.com,(0118) 4960384,en,GB,United Kingdom,Glasgow,M98 8GY,Affiliate,Rakuten,False,mobile,2025-12-20 01:28:20,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001349,CK-862A9BEC22EC,David,Barnes,male,1963-11-13,david.barnes@yahoo.com,(409)693-5387x5842,en,US,United States,Chicago,13294,Paid Search,Google Ads,True,tablet,2025-01-18 19:11:51,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001350,CK-4FA8086504E8,Luc,Benard,male,1965-06-15,luc.benard@outlook.com,05 53 93 80 11,fr,FR,France,Lyon,70391,Paid Search,Bing Ads,False,desktop,2024-07-11 10:56:13,2025-02-11 08:20:11,2025-03-14 05:05:39,2,112.95,0.0,145.17,0.0,72.58,Bronze,At Risk,False,81
CUST0001351,CK-8F15F7176DBF,Marine,Perrot,female,1985-12-30,marine.perrot@yahoo.com,0369937690,fr,FR,France,Nantes,33279,Affiliate,TradeDoubler,False,mobile,2026-02-20 19:02:42,2026-03-17 04:39:59,2026-03-20 04:37:19,2,1258.71,0.0,1510.45,1510.45,755.22,Gold,Loyal High Value,True,16
CUST0001352,CK-88468CE58C6B,Lalo,Pi,male,2001-06-09,lalo.pi@icloud.com,+34973533963,es,ES,Spain,Alicante,51826,Direct,Direct,True,mobile,2023-06-20 01:38:30,2024-03-10 04:42:09,2026-03-09 02:16:02,6,1836.56,158.74,2036.57,145.55,339.43,Gold,Loyal High Value,True,1
CUST0001353,CK-A876C55BBEC6,Stephen,Moore,male,1966-08-14,stephen.moore@yahoo.com,414-767-9764,en,CA,Canada,Montreal,P5S 8E9,Organic Search,Bing Organic,True,mobile,2024-08-26 20:41:51,2024-12-09 07:17:20,2026-03-13 05:05:23,5,1801.44,23.91,2008.61,198.13,401.72,Gold,Loyal High Value,True,2
CUST0001354,CK-9DD18455EC24,Lucas,Guillou,male,1963-02-20,lucas.guillou@proton.me,+33 (0)2 21 84 51 84,fr,FR,France,Lyon,68932,Email,Newsletter,False,mobile,2025-10-24 00:35:32,2026-01-31 05:52:57,2026-01-31 05:52:57,1,67.75,8.13,77.2,0.0,77.2,Bronze,Occasional Buyer,True,43
CUST0001355,CK-E7C6F93EE96E,Elizabeth,Williams,non_binary,1991-12-16,elizabeth.williams@gmail.com,+1 (690) 034-3244,en,CA,Canada,Vancouver,A3V 3S7,Social,Instagram,True,mobile,2025-04-29 14:18:25,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001356,CK-40807691F6CE,John,Figueroa,male,1980-02-20,john.figueroa@proton.me,001-682-951-3534x6554,en,US,United States,Seattle,15938,Paid Search,TikTok Ads,True,desktop,2024-05-22 21:22:46,2024-09-07 10:55:11,2025-06-09 02:29:42,3,875.41,0.0,945.44,0.0,315.15,Silver,Occasional Buyer,True,41
CUST0001357,CK-F164E59A7C34,Cornelia,van der Noot,female,1977-09-06,cornelia.van.der.noot@outlook.com,0210-205395,nl,NL,Netherlands,Eindhoven,3240VA,Paid Search,Bing Ads,True,desktop,2025-06-10 06:48:55,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001358,CK-19D2522B4E24,Sébastien,Deschamps,male,1985-01-14,sebastien.deschamps@icloud.com,05 18 97 35 77,fr,FR,France,Montpellier,75982,Referral,Review Site,True,desktop,2024-05-12 03:52:16,2024-07-21 06:33:22,2025-11-21 18:31:32,7,1733.88,20.05,2068.42,809.55,295.49,Gold,Occasional Buyer,True,42
CUST0001359,CK-6F077D6FAED7,Gregory,Nash,male,1997-11-01,gregory.nash@proton.me,029 2018 0995,en,GB,United Kingdom,Glasgow,B0B 9LH,Affiliate,Impact,True,mobile,2024-07-05 00:29:03,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001360,CK-0E1DBB55E4B6,Alix,Leduc,female,1964-08-21,alix.leduc@proton.me,+33 (0)3 89 16 33 56,fr,FR,France,Bordeaux,45628,Referral,Customer Referral,False,tablet,2024-01-17 11:01:28,2024-04-19 14:16:50,2025-12-19 05:24:51,4,2375.63,40.67,2801.95,0.0,700.49,Platinum,Repeat Customer,True,14
CUST0001361,CK-4AEF0E135B6F,Kim,Hall,female,1981-02-24,kim.hall@outlook.com,(751) 606-0715 x969,en,CA,Canada,Quebec City,M1E6R3,Organic Search,Google Organic,True,desktop,2025-03-08 03:11:26,2025-03-20 20:35:59,2025-12-20 05:53:53,4,874.64,15.6,982.96,0.0,245.74,Silver,Repeat Customer,True,14
CUST0001362,CK-76A5D288624F,Julie,Delacruz,female,2006-11-17,julie.delacruz@outlook.com,001-699-817-3816,en,US,United States,Los Angeles,07587,Email,Newsletter,True,mobile,2023-03-18 06:51:10,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001363,CK-45B285E59B2A,Mitchell,Fletcher,male,1986-08-12,mitchell.fletcher@gmail.com,+4428 9018078,en,GB,United Kingdom,Birmingham,RM4 3RN,Paid Search,Bing Ads,True,mobile,2024-02-25 15:51:59,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,58
CUST0001364,CK-76BE249629DA,Adrienne,Bonnin,female,1995-01-04,adrienne.bonnin@gmail.com,0384416518,fr,FR,France,Nice,22587,Organic Search,Bing Organic,True,mobile,2022-10-04 17:15:26,2023-02-08 17:54:14,2026-01-01 09:45:20,8,3222.84,227.3,3603.69,0.0,450.46,Platinum,Loyal High Value,True,1
CUST0001365,CK-4B1E504DE956,Monica,Hernandez,non_binary,1968-05-10,monica.hernandez@gmail.com,956.797.2521,en,US,United States,Chicago,83211,Social,LinkedIn,False,desktop,2025-04-08 17:39:36,2025-05-29 00:38:04,2026-01-20 03:08:47,3,1614.27,11.01,1731.52,0.0,577.17,Gold,Loyal High Value,True,6
CUST0001366,CK-FC2B1B9AE5AD,William,Edwards,male,1986-07-15,william.edwards@icloud.com,3074432927,en,US,United States,San Francisco,81042,Direct,Direct,False,desktop,2022-09-12 07:19:49,2022-12-11 10:28:43,2026-03-06 08:17:33,6,5264.83,198.04,5472.14,0.0,912.02,Platinum,Loyal High Value,True,1
CUST0001367,CK-DAEE6CDA73AA,Jeffrey,Jordan,male,2003-09-26,jeffrey.jordan@gmail.com,(576)500-8350x58300,en,US,United States,Boston,91402,Marketplace,Amazon Marketplace,False,desktop,2025-03-02 12:09:18,2025-03-18 11:00:12,2025-11-09 11:48:03,7,3827.07,174.75,3944.51,156.16,563.5,Platinum,Occasional Buyer,True,34
CUST0001368,CK-1156A6FFCA12,Hugues,Monnier,male,1971-01-04,hugues.monnier@icloud.com,+33 4 20 23 73 33,fr,FR,France,Bordeaux,33311,Social,Pinterest,False,mobile,2025-09-14 18:02:52,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,Prospect,False,66
CUST0001369,CK-69772E691183,Waldemar,Grein Groth,male,2004-12-25,waldemar.grein.groth@hotmail.com,+49(0)7393 638546,de,DE,Germany,Cologne,85445,Email,Lifecycle Campaign,True,desktop,2026-02-26 17:44:57,,,0,0.0,0.0,0.0,0.0,0.0,Bronze,New Lead,True,18
CUST0001370,CK-EA9BB0F0DFEE,Rebecca,Montgomery,female,1987-07-01,rebecca.montgomery@hotmail.com,1 (716) 136-9681,en,CA,Canada,Winnipeg,N3K2N9,Paid Search,Google Ads,True,mobile,2025-10-22 02:12:36,2025-11-13 18:28:22,2026-02-08 08:24:50,4,2127.42,14.0,2245.78,0.0,561.45,Gold,Loyal High Value,True,4
